Title,release_year,imdb_id,poster,tmdb_id,cast,director,genres,production_companies
Bingo,1991,tt0101455,https://m.media-amazon.com/images/M/MV5BMzcyNzk2OTAtNjJkNS00YWFiLTgxNDAtZDc1MTNiZTBiYjM0XkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_.jpg,16790,"['Cindy Williams', 'David Rasche', 'Suzie Plakson', 'Jackson Davies', 'Robert J. Steinmiller Jr.', 'Kurt Fuller']",Matthew Robbins,"['Action', 'Adventure', 'Comedy', 'Family']",['TriStar Pictures']
Body Parts,1991,tt0101492,https://m.media-amazon.com/images/M/MV5BNTBiY2FhNzgtODI5NC00MTEzLTg1MzEtNmZhNzAyYWFlMGZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,32146,"['Jeff Fahey', 'Lindsay Duncan', 'Kim Delaney', 'Zakes Mokae', 'Brad Dourif', 'John Walsh']",Eric Red,"['Horror', 'Thriller']",['Vista Street Entertainment']
The Boneyard,1991,tt0101497,https://m.media-amazon.com/images/M/MV5BMTkzNjYxOTcxMF5BMl5BanBnXkFtZTcwMTU2NDgxMQ@@._V1_.jpg,58864,"['Ed Nelson', 'Deborah Rose', 'Norman Fell', 'James Eustermann', 'Denise Young', 'Willie Stratford']",James Cummins,"['Horror', 'Fantasy', 'Comedy']",['Prism Entertainment']
The Borrower,1991,tt0101502,https://m.media-amazon.com/images/M/MV5BOTg0NDRjMTAtOGZlYy00M2ZmLWIyZDItYjQ4OWIxODhlMzM5XkEyXkFqcGdeQXVyMTYxNjkxOQ@@._V1_.jpg,40221,"['Rae Dawn Chong', 'Don Gordon', 'Tom Towles', 'Antonio Fargas', 'Neil Giuntoli', 'Larry Pennell']",John McNaughton,"['Science Fiction', 'Comedy', 'Horror']","['Cannon Group', 'Vision Pictures']"
Boyz n the Hood,1991,tt0101507,https://m.media-amazon.com/images/M/MV5BZmRjNDI5NTgtOTIwMC00MzJhLWI4ZTYtMmU0ZTE3ZmRkZDNhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,650,"['Laurence Fishburne', 'Cuba Gooding Jr.', 'Ice Cube', 'Morris Chestnut', 'Angela Bassett', 'Nia Long']",John Singleton,"['Crime', 'Drama']",['Columbia Pictures']
Breathing Fire,1991,tt0101509,https://m.media-amazon.com/images/M/MV5BMTgwMzA3NDQzOF5BMl5BanBnXkFtZTcwODQzMzU1MQ@@._V1_.jpg,69056,"['Ke Huy Quan', 'Eddie Saavedra', 'Jerry Trimble', 'Bolo Yeung', 'Ed Neil', 'Wendell C. Whitaker']",Lou Kennedy,['Action'],[]
A Brief History of Time,1991,tt0103882,https://m.media-amazon.com/images/M/MV5BNzQxMmM1M2YtYzY4NC00NWNhLTg3NjQtMWQ2ZmNmZTM4MzQ2XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,1358,"['Stephen Hawking', 'Isobel Hawking', 'Janet Humphrey', 'Mary Hawking', 'Basil King', 'Derek Powney']",Errol Morris,['Documentary'],"['TBS', 'ITV', 'NBC']"
Bugsy,1991,tt0101516,https://m.media-amazon.com/images/M/MV5BMjIzMTgwODE0Nl5BMl5BanBnXkFtZTgwNzgyMDUxMDE@._V1_.jpg,10337,"['Warren Beatty', 'Annette Bening', 'Harvey Keitel', 'Ben Kingsley', 'Elliott Gould', 'Joe Mantegna']",Barry Levinson,"['Crime', 'Drama', 'Mystery']","['Baltimore Pictures', 'TriStar Pictures']"
The Butcher's Wife,1991,tt0101523,https://m.media-amazon.com/images/M/MV5BNDk0MWYxOTAtNGYwOC00OWMzLWFhNGEtYWNhNWNiMmEzMTIzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,20096,"['Demi Moore', 'Jeff Daniels', 'George Dzundza', 'Mary Steenburgen', 'Frances McDormand', 'Margaret Colin']",Terry Hughes,"['Fantasy', 'Comedy', 'Science Fiction', 'Romance']",['Paramount']
By the Sword,1991,tt0101524,https://m.media-amazon.com/images/M/MV5BZTY4ODhmYTEtMTYxZi00ZmFlLWFiYTAtNTk0ZTJjMjI1NDUwXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,42570,"['F. Murray Abraham', 'Eric Roberts', 'Mia Sara', 'Christopher Rydell', 'Elaine Kagan', 'Brett Cullen']",Jeremy Kagan,['Drama'],['Film Horizon']
Cape Fear,1991,tt0101540,https://m.media-amazon.com/images/M/MV5BNjdhNzZlYzYtYTBlNS00NTJiLWI2ZWUtMDI2YzI2MzM5NjY4XkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg,1598,"['Robert De Niro', 'Nick Nolte', 'Jessica Lange', 'Juliette Lewis', 'Joe Don Baker', 'Robert Mitchum']",Martin Scorsese,"['Crime', 'Thriller', 'Drama']","['Universal Pictures', 'Amblin Entertainment', 'Cappa Productions', 'Tribeca Productions']"
Career Opportunities,1991,tt0101545,https://m.media-amazon.com/images/M/MV5BNTJmMjI5NTktMTE5NS00MWFhLTk5N2UtYjJhMTcxMmRiYWFlXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_.jpg,16270,"['Jennifer Connelly', 'Frank Whaley', 'Dermot Mulroney', 'Kieran Mulroney', 'John M. Jackson', ""Jenny O'Hara""]",Bryan Gordon,"['Romance', 'Comedy']",['Hughes Entertainment']
Children of the Night,1991,tt0103957,https://m.media-amazon.com/images/M/MV5BZmUzZWYzOTgtZDQ4OS00ZGYzLTlmMWYtN2E5ZDJmNjM4MDFmXkEyXkFqcGdeQXVyMzU4ODM5Nw@@._V1_.jpg,61054,"['Karen Black', 'Peter DeLuise', 'Ami Dolenz', 'Maya McLaughlin', 'Evan MacKenzie', 'Garrett Morris']",Tony Randel,['Horror'],"['Fangoria Films', 'Columbia Pictures']"
Child's Play 3,1991,tt0103956,https://m.media-amazon.com/images/M/MV5BOTRjYWVhNjAtMjIwOC00NjU3LTliZTAtMjczMmEwMzQ5Y2Y3XkEyXkFqcGdeQXVyMjQwNTU1NTc@._V1_.jpg,11187,"['Justin Whalin', 'Perrey Reeves', 'Jeremy Sylvers', 'Travis Fine', 'Dean Jacobson', 'Brad Dourif']",Jack Bender,"['Horror', 'Thriller']",['Universal Pictures']
Chuck Amuck: The Movie,1991,tt0299674,https://m.media-amazon.com/images/M/MV5BNjY3MDcyNWYtMWI2ZC00OGVlLTlhZWQtZmYxYjNiYjBlNzM5XkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_.jpg,286938,"['Dick Vosburgh', 'Chuck Jones']",John Needham,['Documentary'],['Moondance Films']
City of Hope,1991,tt0101588,https://m.media-amazon.com/images/M/MV5BMWMzOTA2YWUtZTJkMC00OTQ4LWI2ODktZTc1NDk1MjEzMGFhXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,1772,"['Vincent Spano', 'Tony Lo Bianco', 'Joe Morton', 'Jace Alexander', 'Todd Graff', 'Frankie Faison']",John Sayles,['Drama'],[]
City Slickers,1991,tt0101587,https://m.media-amazon.com/images/M/MV5BMTkwNjM2MTc5NF5BMl5BanBnXkFtZTcwMzQ2NjEzNA@@._V1_.jpg,1406,"['Billy Crystal', 'Daniel Stern', 'Bruno Kirby', 'Patricia Wettig', 'Helen Slater', 'Lindsay Crystal']",Ron Underwood,"['Comedy', 'Western']","['Castle Rock Entertainment', 'Nelson Entertainment', 'Face Productions']"
Class Action,1991,tt0101590,https://m.media-amazon.com/images/M/MV5BNWY5Mjk4ZmItMTAzYS00NWE3LWEzYzYtNDgzY2MwMzA3MDIzXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,15771,"['Gene Hackman', 'Mary Elizabeth Mastrantonio', 'Colin Friels', 'Joanna Merlin', 'Laurence Fishburne', 'Donald Moffat']",Michael Apted,"['Drama', 'Crime']","['Interscope Communications', '20th Century Fox']"
Closet Land,1991,tt0101597,https://m.media-amazon.com/images/M/MV5BNTc4MDhlYTgtNzk3Ni00MTcwLWEwYzMtZThjZWYxNTA0ZjIyXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_.jpg,58648,"['Alan Rickman', 'Madeleine Stowe']",Radha Bharadwaj,"['Drama', 'Thriller']","['Universal Pictures', 'Imagine Entertainment']"
Cold Heaven,1991,tt0103982,https://m.media-amazon.com/images/M/MV5BOTNjM2RlM2MtZmUzZS00NzVmLWExNzYtNTllNmJiZDNhYTZmXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@._V1_.jpg,107254,"['Theresa Russell', 'Mark Harmon', 'James Russo', 'Will Patton', 'Richard Bradford', 'Julie Carmen']",Nicolas Roeg,"['Drama', 'Thriller']",[]
The Commitments,1991,tt0101605,https://m.media-amazon.com/images/M/MV5BNTRiMmUyMTMtMmI1Ny00MmUyLWJmZGUtNDVhMWMxNDA3OGNiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg,11663,"['Robert Arkins', 'Michael Aherne', 'Angeline Ball', 'Maria Doyle Kennedy', 'Dave Finnegan', 'Bronagh Gallagher']",Alan Parker,"['Comedy', 'Drama', 'Music']","['Beacon Pictures', 'Beacon Communications', 'First Film Company', 'Dirty Hands Productions']"
Company Business,1991,tt0101606,https://m.media-amazon.com/images/M/MV5BMDU1YTNjMDctNmQyNS00OTU3LThkYzYtYmU4YzAxNDYzYzhmXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,32074,"['Gene Hackman', 'Mikhail Baryshnikov', 'Kurtwood Smith', ""Terry O'Quinn"", 'Daniel von Bargen', 'Oleg Rudnik']",Nicholas Meyer,"['Action', 'Thriller']",['Metro-Goldwyn-Mayer']
Cool as Ice,1991,tt0101615,https://m.media-amazon.com/images/M/MV5BNzU4Mzg3MjYtNmNiNS00Y2Q5LWFlMTYtMWUzOTVmMjhmZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,1496,"['Vanilla Ice', 'Kristin Minter', 'Naomi Campbell', 'Deezer D', 'Kevin Hicks', 'Allison Dean']",David Kellogg,"['Romance', 'Music', 'Comedy']","['Universal Pictures', 'Alive Films', 'Koppelmann/Bandier-Carnegie Pictures', 'Capella']"
Critters 3,1991,tt0101627,https://m.media-amazon.com/images/M/MV5BZjg3MGU1MjctYTRjZS00YjRmLTg3OGYtNGFkM2E0YjNjMTZlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,12702,"['John Calvin', 'Aimee Brooks', 'Christian Cousins', 'Joseph Cousins', 'William Dennis Hunt', 'Nina Axelrod']",Kristine Peterson,"['Comedy', 'Horror', 'Science Fiction']","['OH Films', 'New Line Cinema']"
Crooked Hearts,1991,tt0101629,https://m.media-amazon.com/images/M/MV5BNTQyZjkzOWYtMDRlNS00NmYxLTljMWYtOTQzZWY1MjdkOWFjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,93002,"['Peter Berg', ""Vincent D'Onofrio"", 'Noah Wyle', 'Juliette Lewis', 'Jennifer Jason Leigh', 'Peter Coyote']",Michael Bortman,"['Romance', 'Drama']","['Metro-Goldwyn-Mayer', 'A&M Films']"
Curly Sue,1991,tt0101635,https://m.media-amazon.com/images/M/MV5BYTc1OWM0YWQtN2NjNS00NTlkLWE2YzktMmQwOTMxMGFhNmEzXkEyXkFqcGdeQXVyNjgzMjI4ODE@._V1_.jpg,11894,"['Jim Belushi', 'Alisan Porter', 'Kelly Lynch', 'John Getz', 'Steve Carell', 'Fred Dalton Thompson']",John Hughes,"['Comedy', 'Drama', 'Family', 'Romance']","['Hughes Entertainment', 'Warner Bros. Pictures']"
The Dark Backward,1991,tt0101660,https://m.media-amazon.com/images/M/MV5BNmVjNjk2MmMtMGViMy00YWE1LWFjMjctOWZhM2E3MGRiNWZjXkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_.jpg,69342,"['Judd Nelson', 'Bill Paxton', 'Wayne Newton', 'Lara Flynn Boyle', 'James Caan', 'Rob Lowe']",Adam Rifkin,['Comedy'],[]
The Dark Wind,1991,tt0101664,https://m.media-amazon.com/images/M/MV5BNzBiZDZjOWEtMDllMi00MjNkLTgwNmUtYWY4M2Q5ZGRlNDYzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_.jpg,91396,"['Lou Diamond Phillips', 'Fred Ward', 'Lance Baker', 'Betty C. Barlow', 'Gary Basaraba', 'Guy Boyd']",Errol Morris,"['Drama', 'Thriller']","['Silver Pictures', 'Seven Arts Pictures', 'Le Studio Canal+', 'Carolco Pictures']"
Daughters of the Dust,1991,tt0104057,https://m.media-amazon.com/images/M/MV5BMjA4MDMxNzQ2NV5BMl5BanBnXkFtZTgwOTQwMTkwMDI@._V1_.jpg,68427,"['Cora Lee Day', 'Alva Rogers', 'Barbara O. Jones', 'Trula Hoosier', 'Umar Abdurrahamn', 'Adisa Anderson']",Julie Dash,"['Drama', 'Romance']","['WMG Film', 'American Playhouse', 'Geechee Girls']"
Dead Again,1991,tt0101669,https://m.media-amazon.com/images/M/MV5BZmM1Zjc3YTEtNDM4OC00ODI5LTlmMmUtYmIyZWZhNGJiYzZjXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,11498,"['Kenneth Branagh', 'Andy García', 'Emma Thompson', 'Richard Easton', 'Jo Anderson', 'Robin Williams']",Kenneth Branagh,"['Thriller', 'Romance', 'Mystery']","['Paramount', 'Mirage Enterprises', 'Renaissance Theatre Company']"
Deceived,1991,tt0101694,https://m.media-amazon.com/images/M/MV5BOWFhN2I2YjQtYjJhYS00NzMxLWI4YzgtNTdlNzhhOGU1MTNlXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,28455,"['Goldie Hawn', 'John Heard', 'Ashley Peldon', 'Robin Bartlett', 'Tom Irwin', 'Amy Wright']",Damian Harris,['Thriller'],['Touchstone Pictures']
December,1991,tt0101695,https://m.media-amazon.com/images/M/MV5BMjAzNzYxNTM2OV5BMl5BanBnXkFtZTcwNjI4MTUyMQ@@._V1_.jpg,242680,"['Wil Wheaton', 'Jason London', 'Brian Krause', 'Chris Young', 'Balthazar Getty', 'Robert Miller']",Gabe Torres,['Drama'],['IRS Media']
Defending Your Life,1991,tt0101698,https://m.media-amazon.com/images/M/MV5BNTE4M2NmOTgtMjVhOS00MTY3LWFmMjAtMWRhYmI1YzE3NWY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,12186,"['Albert Brooks', 'Meryl Streep', 'Rip Torn', 'Lee Grant', 'Michael Durrell', 'James Eckhouse']",Albert Brooks,"['Comedy', 'Fantasy', 'Romance']",['Geffen Pictures']
Defenseless,1991,tt0099397,https://m.media-amazon.com/images/M/MV5BNmI4YzlkNzMtZDE0Zi00YmRiLWJjNjQtNTIwOTJiMjlhYjgxXkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_.jpg,41787,"['Barbara Hershey', 'Sam Shepard', 'Mary Beth Hurt', 'J.T. Walsh', 'Kellie Overbey', 'Jay O. Sanders']",Martin Campbell,"['Thriller', 'Mystery']","['New Visions Pictures', 'Seven Arts Pictures', 'Carolco Pictures']"
Delirious,1991,tt0101701,https://m.media-amazon.com/images/M/MV5BMTA0NTcwMjAwMzdeQTJeQWpwZ15BbWU3MDg4MTA4MzQ@._V1_.jpg,28117,"['John Candy', 'Mariel Hemingway', 'Emma Samms', 'Raymond Burr', 'Dylan Baker', 'Charles Rocket']",Tom Mankiewicz,"['Fantasy', 'Comedy', 'Romance']",['Metro-Goldwyn-Mayer']
Delta Force 3: The Killing Game,1991,tt0101702,https://m.media-amazon.com/images/M/MV5BMzhhMzFkMDItYTI0NS00ZTg0LTlmNzAtNzE5NWQxMzg2MmUzXkEyXkFqcGdeQXVyNzEyNjE5NzM@._V1_.jpg,26340,"['Nick Cassavetes', 'Eric Douglas', 'Mike Norris', 'Mark Ivanir', 'Matthew Penn', 'John Saint Ryan']",Sam Firstenberg,"['Action', 'Adventure']","['Global Pictures', 'Cannon Group']"
Do or Die,1991,tt0101744,https://m.media-amazon.com/images/M/MV5BNDczODhhZmYtNWE2OS00ZTk5LTg2MTgtNTMyM2Y0Mjc2OTE0XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,35739,"['Pat Morita', 'Erik Estrada', 'Dona Speir', 'Roberta Vasquez', 'Bruce Penhall', 'Cynthia Brimhall']",Andy Sidaris,"['Action', 'Thriller']",['Malibu Bay Films']
Doc Hollywood,1991,tt0101745,https://m.media-amazon.com/images/M/MV5BNTcwMjZlZTgtM2VlMC00MDZkLWIzODQtMDRhZjE0N2QzMTgwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_.jpg,11821,"['Michael J. Fox', 'Julie Warner', 'Barnard Hughes', 'Woody Harrelson', 'David Ogden Stiers', 'Frances Sternhagen']",Michael Caton-Jones,"['Comedy', 'Romance']",['Warner Bros. Pictures']
The Doctor,1991,tt0101746,https://m.media-amazon.com/images/M/MV5BNzc5NTVlYmItYjI3NC00NzljLWE3MGYtNDgxZjYwYzYxNTIyXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_.jpg,26142,"['William Hurt', 'Christine Lahti', 'Elizabeth Perkins', 'Mandy Patinkin', 'Adam Arkin', 'Charlie Korsmo']",Randa Haines,['Drama'],['Touchstone Pictures']
Dogfight,1991,tt0101748,https://m.media-amazon.com/images/M/MV5BOTVkMGIxNzUtZTQ3NC00NDZiLThhYWMtY2JkZDRjMTYzZGJiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,14667,"['River Phoenix', 'Lili Taylor', 'Richard Panebianco', 'Anthony Clark', 'Mitchell Whitfield', 'Holly Near']",Nancy Savoca,"['Comedy', 'Drama', 'Romance']",['Warner Bros. Pictures']
Don't Tell Mom the Babysitter's Dead,1991,tt0101757,https://m.media-amazon.com/images/M/MV5BY2RhNWNlMzctMjQzNi00M2M5LTk5MjYtMWU0MjQ0Nzk0MDQ5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,15413,"['Christina Applegate', 'Joanna Cassidy', 'John Getz', 'Josh Charles', 'Keith Coogan', 'Concetta Tomei']",Stephen Herek,"['Comedy', 'Family']","['Outlaw Productions', 'Cinema Plus', 'Douglas', 'HBO', 'Mercury']"
The Doors,1991,tt0101761,https://m.media-amazon.com/images/M/MV5BYTg3YjA5MGYtYjdiNy00YThjLWJiZDEtN2M1NmE1NTVhMWJhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,10537,"['Val Kilmer', 'Meg Ryan', 'Kyle MacLachlan', 'Frank Whaley', 'Kevin Dillon', 'Michael Wincott']",Oliver Stone,"['Music', 'Drama', 'History']","['Ixtlan Productions', 'Imagine Entertainment', 'Bill Graham Films', 'Carolco Pictures']"
Double Impact,1991,tt0101764,https://m.media-amazon.com/images/M/MV5BNDFkNGY3Y2ItODA0MS00NWUwLWFjMTktZmEyYTQxZjFhMmZiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg,9594,"['Jean-Claude Van Damme', 'Geoffrey Lewis', 'Alonna Shaw', 'Bolo Yeung', 'Cory Everson', 'Philip Chan Yan-Kin']",Sheldon Lettich,"['Thriller', 'Action', 'Crime', 'Drama']","['Stone Group Pictures', 'Vision International', 'Columbia Pictures']"
Drop Dead Fred,1991,tt0101775,https://m.media-amazon.com/images/M/MV5BMDNkZWIzZjktYWNkMi00MTQ2LWIyMTgtMmJhOGRiZDZlNmU4XkEyXkFqcGdeQXVyNTUyMzE4Mzg@._V1_.jpg,10379,"['Phoebe Cates', 'Rik Mayall', 'Marsha Mason', 'Tim Matheson', 'Carrie Fisher', 'Keith Charles']",Ate de Jong,"['Comedy', 'Fantasy', 'Family']","['New Line Cinema', 'PolyGram Filmed Entertainment', 'Working Title Films', 'Film4 Productions']"
Dutch,1991,tt0101786,https://m.media-amazon.com/images/M/MV5BYmMzY2FhOTgtNjA1OC00ODIyLTgzNWYtMjMwNzUxZDA3NmY1XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_.jpg,25330,"[""Ed O'Neill"", 'Ethan Embry', 'JoBeth Williams', 'Christopher McDonald', 'Ari Meyers', 'Elizabeth Daily']",Peter Faiman,['Comedy'],"['Hughes Entertainment', '20th Century Fox']"
Dying Young,1991,tt0101787,https://m.media-amazon.com/images/M/MV5BMGJiYjYxZjYtY2FmMi00ODUyLTlkMTktZmM2ZDBjODc5MTVkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,9079,"['Julia Roberts', 'Campbell Scott', ""Vincent D'Onofrio"", 'Colleen Dewhurst', 'David Selby', 'Ellen Burstyn']",Joel Schumacher,"['Drama', 'Romance']",['20th Century Fox']
Edge of Honor,1991,tt0101797,https://m.media-amazon.com/images/M/MV5BYTNlYzlhMzMtYWUwYS00MTFkLThmY2YtY2EwNDE4MWRiNWE2XkEyXkFqcGdeQXVyNDIzNTY0MjI@._V1_.jpg,99196,"['Corey Feldman', 'Meredith Salenger', ""Alex 'Sasha' Walkup"", 'Benjamin Troy', 'Don Swayze', 'Ken Jenkins']",Michael Spence,"['Adventure', 'Action', 'Drama', 'Thriller']",[]
Ernest Scared Stupid,1991,tt0101821,https://m.media-amazon.com/images/M/MV5BZDA4MzIxY2EtYzQxMy00MmJkLWI1ODktNzFjMDM0Yzg4YjhlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg,32685,"['Jim Varney', 'Eartha Kitt', 'Shay Astar', 'Bill Byrge', 'Austin Nagler', 'John Cadenhead']",John Cherry,"['Comedy', 'Family', 'Fantasy', 'Horror']","['Touchwood Pacific Partners 1', 'Touchstone Pictures']"
